Datetime,Open,High,Low,Close,Adj Close,Volume
2026-08-03 09:30:00-04:00,530.4299926757812,531.3499755859375,525.010009765625,525.72998046875,525.72998046875,577605
2026-08-03 09:35:00-04:00,525.79638671875,533.6199951171875,525.1500244140625,529.489990234375,529.489990234375,270738
2026-08-03 09:40:00-04:00,529.4400024414062,530.1900024414062,524.8499755859375,527.75,527.75,197337
2026-08-03 09:45:00-04:00,527.7000122070312,528.6998901367188,525.530029296875,526.1420288085938,526.1420288085938,226265
2026-08-03 09:50:00-04:00,526.010009765625,527.0,525.3300170898438,526.7037963867188,526.7037963867188,128486
2026-08-03 09:55:00-04:00,526.969970703125,532.8300170898438,526.4099731445312,532.8200073242188,532.8200073242188,200544
2026-08-03 10:00:00-04:00,532.6500244140625,533.3499755859375,528.9005126953125,530.1599731445312,530.1599731445312,194116
2026-08-03 10:05:00-04:00,530.069580078125,532.510009765625,529.5692138671875,531.8300170898438,531.8300170898438,149472
2026-08-03 10:10:00-04:00,531.8300170898438,534.9000244140625,531.6699829101562,532.530029296875,532.530029296875,247751
2026-08-03 10:15:00-04:00,532.344970703125,535.989990234375,531.7999877929688,535.2750244140625,535.2750244140625,224989
2026-08-03 10:20:00-04:00,535.2349853515625,538.6099853515625,534.6699829101562,538.530029296875,538.530029296875,226919
2026-08-03 10:25:00-04:00,538.5700073242188,539.3699951171875,536.760009765625,538.97998046875,538.97998046875,128119
2026-08-03 10:30:00-04:00,539.1500244140625,540.4199829101562,537.9600219726562,540.25,540.25,363849
2026-08-03 10:35:00-04:00,540.10498046875,541.6699829101562,539.847412109375,540.6749877929688,540.6749877929688,118077
2026-08-03 10:40:00-04:00,540.5499877929688,541.4600219726562,538.6906127929688,539.6900024414062,539.6900024414062,89524
2026-08-03 10:45:00-04:00,539.530029296875,543.0499877929688,538.97998046875,542.5599975585938,542.5599975585938,77977
2026-08-03 10:50:00-04:00,542.6741943359375,545.0700073242188,542.6741943359375,544.219970703125,544.219970703125,74838
2026-08-03 10:55:00-04:00,544.739990234375,545.5999755859375,543.9400024414062,544.760009765625,544.760009765625,72646
2026-08-03 11:00:00-04:00,544.7000122070312,544.8099975585938,543.52001953125,544.8099975585938,544.8099975585938,62403
2026-08-03 11:05:00-04:00,545.010009765625,545.010009765625,541.9005737304688,542.010009765625,542.010009765625,76412
2026-08-03 11:10:00-04:00,541.8699951171875,542.7349853515625,540.7000122070312,541.1599731445312,541.1599731445312,93615
2026-08-03 11:15:00-04:00,541.1199951171875,542.9099731445312,541.090087890625,541.860107421875,541.860107421875,36615
2026-08-03 11:20:00-04:00,542.5900268554688,543.2100219726562,541.0,541.02001953125,541.02001953125,36751
2026-08-03 11:25:00-04:00,540.9500122070312,541.7000122070312,538.3800048828125,538.719970703125,538.719970703125,117307
2026-08-03 11:30:00-04:00,538.7999877929688,541.469970703125,538.5999755859375,540.8099975585938,540.8099975585938,130609
2026-08-03 11:35:00-04:00,540.739990234375,541.139892578125,539.1199951171875,540.0108032226562,540.0108032226562,56213
2026-08-03 11:40:00-04:00,540.0103759765625,541.239990234375,540.0103759765625,541.0499877929688,541.0499877929688,36293
2026-08-03 11:45:00-04:00,541.0700073242188,542.1036987304688,540.8599853515625,541.4650268554688,541.4650268554688,48815
2026-08-03 11:50:00-04:00,541.510009765625,542.8699951171875,540.9000244140625,542.4249877929688,542.4249877929688,61766
2026-08-03 11:55:00-04:00,542.3699951171875,542.5499877929688,541.3402709960938,541.8499755859375,541.8499755859375,50694
2026-08-03 12:00:00-04:00,542.030029296875,542.8798828125,542.030029296875,542.6900024414062,542.6900024414062,37379
2026-08-03 12:05:00-04:00,542.7100219726562,543.3599853515625,542.16748046875,542.7100219726562,542.7100219726562,42769
2026-08-03 12:10:00-04:00,542.8300170898438,542.8800048828125,542.010009765625,542.6300048828125,542.6300048828125,23548
2026-08-03 12:15:00-04:00,542.5701293945312,544.4099731445312,542.5449829101562,544.25,544.25,36061
2026-08-03 12:20:00-04:00,544.3599853515625,544.3599853515625,542.8499755859375,542.9849853515625,542.9849853515625,22447
2026-08-03 12:25:00-04:00,543.2636108398438,543.3400268554688,542.280029296875,542.4083862304688,542.4083862304688,42425
2026-08-03 12:30:00-04:00,542.4000244140625,542.5999755859375,541.5700073242188,542.239990234375,542.239990234375,168657
2026-08-03 12:35:00-04:00,542.2197875976562,542.6300048828125,541.0900268554688,541.4598999023438,541.4598999023438,23138
2026-08-03 12:40:00-04:00,541.22998046875,541.9099731445312,540.6199951171875,541.6849975585938,541.6849975585938,27874
2026-08-03 12:45:00-04:00,541.7100219726562,542.3978881835938,541.6649780273438,541.8099975585938,541.8099975585938,263542
2026-08-03 12:50:00-04:00,541.77001953125,542.4899291992188,541.0601196289062,541.3250122070312,541.3250122070312,94737
2026-08-03 12:55:00-04:00,541.280029296875,542.0496826171875,540.989990234375,541.1199951171875,541.1199951171875,31816
2026-08-03 13:00:00-04:00,541.1900024414062,541.9199829101562,540.8800048828125,541.2766723632812,541.2766723632812,54542
2026-08-03 13:05:00-04:00,541.510009765625,542.5598754882812,541.4000244140625,542.1749877929688,542.1749877929688,26668
2026-08-03 13:10:00-04:00,542.239990234375,543.530029296875,542.2034301757812,543.1900024414062,543.1900024414062,43584
