Date,Open,High,Low,Close,Adj Close,Volume
2025-08-08,291.92999267578125,293.9200134277344,290.6499938964844,293.5299987792969,292.6194763183594,5121600
2025-08-11,294.510009765625,297.0899963378906,292.7300109863281,293.3999938964844,292.4898681640625,5799700
2025-08-12,295.2900085449219,300.239990234375,293.1499938964844,300.1000061035156,299.1690979003906,7592800
2025-08-13,301.8399963378906,302.9800109863281,298.57000732421875,301.2799987792969,300.345458984375,8959700
2025-08-14,298.0,302.79998779296875,297.2799987792969,301.9200134277344,300.98345947265625,5827000
2025-08-15,299.3599853515625,299.3599853515625,293.94000244140625,295.6499938964844,294.73291015625,9026300
2025-08-18,294.9200134277344,297.19000244140625,294.7799987792969,296.8599853515625,295.93914794921875,5577500
2025-08-19,296.8599853515625,297.1199951171875,290.6300048828125,290.8699951171875,289.9677429199219,8191900
2025-08-20,290.0,290.0,281.1499938964844,288.9599914550781,288.06365966796875,10091000
2025-08-21,287.7799987792969,289.8699951171875,285.8800048828125,287.4599914550781,286.5682983398437,6067700
2025-08-22,287.6300048828125,296.3599853515625,286.5400085449219,293.6400146484375,292.7291564941406,5810400
2025-08-25,293.75,295.7900085449219,292.1199951171875,293.9200134277344,293.00830078125,4965000
2025-08-26,294.82000732421875,297.239990234375,294.6700134277344,296.75,295.8294982910156,4967100
2025-08-27,295.8500061035156,298.1000061035156,294.3800048828125,297.6600036621094,296.7366638183594,5646200
2025-08-28,298.1000061035156,300.7799987792969,295.9800109863281,298.8800048828125,297.952880859375,7194000
2025-08-29,295.5599975585937,295.5599975585937,289.1000061035156,290.2900085449219,289.3895568847656,13420900
2025-09-02,283.0899963378906,286.6700134277344,281.739990234375,286.4800109863281,285.59136962890625,11543700
2025-09-03,287.3599853515625,287.92999267578125,283.7799987792969,286.42999267578125,285.54150390625,7249600
2025-09-04,285.239990234375,290.2099914550781,284.29998779296875,289.8599853515625,288.9608459472656,8079300
2025-09-05,295.07000732421875,295.1499938964844,289.25,293.2799987792969,292.3702697753906,9809600
2025-09-08,295.1400146484375,297.82000732421875,294.79998779296875,296.5199890136719,295.6001892089844,7223200
2025-09-09,297.2200012207031,297.989990234375,295.1099853515625,297.8099975585937,296.8861999511719,6797000
2025-09-10,300.5899963378906,302.3800048828125,298.7699890136719,300.8299865722656,299.8968200683594,10221400
2025-09-11,303.5400085449219,305.5599975585937,303.1700134277344,303.92999267578125,302.9872131347656,7312400
2025-09-12,305.0599975585937,305.5899963378906,303.1000061035156,304.32000732421875,303.37603759765625,5231900
2025-09-15,303.82000732421875,307.2300109863281,303.010009765625,307.1700134277344,306.2171936035156,5390200
