Date,Open,High,Low,Close,Adj Close,Volume
2025-08-08,40.619998931884766,41.400001525878906,39.83000183105469,39.95000076293945,38.12980651855469,2146400
2025-08-11,39.970001220703125,40.369998931884766,39.0099983215332,39.630001068115234,37.82438659667969,2524900
2025-08-12,39.52999877929688,40.5099983215332,39.380001068115234,40.40999984741211,38.568843841552734,1838300
2025-08-13,40.560001373291016,40.68000030517578,38.84000015258789,39.45000076293945,37.65258407592773,4508700
2025-08-14,38.97999954223633,39.560001373291016,38.75,39.02999877929688,37.2517204284668,2343600
2025-08-15,39.04999923706055,39.119998931884766,38.02999877929688,39.0099983215332,37.23263168334961,2198500
2025-08-18,38.880001068115234,39.20000076293945,38.459999084472656,39.20000076293945,37.41397476196289,2086200
2025-08-19,39.02000045776367,39.02000045776367,36.84999847412109,36.959999084472656,35.276031494140625,4624600
2025-08-20,36.380001068115234,36.79999923706055,35.63999938964844,36.45000076293945,34.78927230834961,4876000
2025-08-21,36.68999862670898,37.290000915527344,36.65999984741211,37.18000030517578,35.48601150512695,2553900
2025-08-22,37.84999847412109,39.59000015258789,37.72999954223633,39.43999862670898,37.64303970336914,4819900
2025-08-25,39.66999816894531,39.88999938964844,39.09999847412109,39.4900016784668,37.690765380859375,2983300
2025-08-26,39.68000030517578,41.2599983215332,39.58000183105469,40.45000076293945,38.607025146484375,4208800
2025-08-27,40.47999954223633,40.47999954223633,39.66999816894531,39.68000030517578,37.87210464477539,3385600
2025-08-28,40.0099983215332,41.33000183105469,39.90999984741211,40.97999954223633,39.11287307739258,4539500
2025-08-29,41.95000076293945,42.58000183105469,40.33000183105469,40.66999816894531,38.81699752807617,4206700
2025-09-02,39.45000076293945,40.650001525878906,39.02999877929688,40.619998931884766,38.7692756652832,3257500
2025-09-03,41.09000015258789,41.77000045776367,40.75,41.34000015258789,39.45647430419922,2811400
2025-09-04,41.15999984741211,41.369998931884766,40.20000076293945,40.400001525878906,38.559303283691406,2856900
2025-09-05,41.15999984741211,41.15999984741211,39.66999816894531,40.72999954223633,38.87426376342773,3998900
2025-09-08,41.400001525878906,41.68000030517578,40.77999877929688,41.52999877929688,39.637813568115234,2550600
2025-09-09,41.5,42.40999984741211,41.29999923706055,41.970001220703125,40.05776977539063,3623100
2025-09-10,42.20000076293945,42.869998931884766,41.9900016784668,42.220001220703125,40.29637908935547,3368400
2025-09-11,42.25,43.09000015258789,41.81999969482422,42.650001525878906,40.706787109375,2898000
2025-09-12,42.45000076293945,42.47999954223633,41.66999816894531,42.04999923706055,40.134124755859375,2440200
2025-09-15,42.5,45.9900016784668,42.09999847412109,45.97999954223633,43.885066986083984,7549800
2025-09-16,46.02999877929688,46.040000915527344,43.95000076293945,44.36000061035156,42.3388786315918,4728400
2025-09-17,44.33000183105469,44.77999877929688,43.68000030517578,44.54999923706055,42.52021789550781,5087500
2025-09-18,45.20000076293945,46.18000030517578,44.2400016784668,45.720001220703125,43.63691329956055,5184100
2025-09-19,45.970001220703125,49.5,45.61000061035156,49.43000030517578,47.177879333496094,7652700
2025-09-22,49.220001220703125,50.7599983215332,47.959999084472656,50.400001525878906,48.10368347167969,7490900
2025-09-23,50.47999954223633,50.88999938964844,49.41999816894531,50.36000061035156,48.06550598144531,6716800
