,0
2024-08-21,40895700.0
2024-08-23,40895700.0
2024-08-24,40895700.0
2024-08-27,41278300.0
2024-08-28,40895700.0
2024-08-29,40895700.0
2024-08-30,40895700.0
2024-09-06,43435000.0
2024-09-07,40895700.0
2024-09-10,40895700.0
2024-09-11,42549500.0
2024-09-13,40895700.0
2024-09-14,40895700.0
2024-09-16,45298400.0
2024-09-17,40895700.0
2024-09-18,40895700.0
2024-09-19,40895700.0
2024-09-21,40895700.0
2024-09-24,40895700.0
2024-09-27,40895700.0
2024-09-28,44096500.0
2024-10-03,40895700.0
2024-10-08,42093300.0
2024-10-09,40895700.0
2024-10-11,40895700.0
2024-10-12,40895700.0
2024-10-14,40895700.0
2024-10-17,40895700.0
2024-10-18,40895700.0
2024-10-19,40895700.0
2024-10-23,40895700.0
2024-10-29,43322800.0
2024-10-30,40895700.0
2024-11-01,40895700.0
2024-11-02,40895700.0
2024-11-05,40895700.0
2024-11-07,41702500.0
2024-11-08,40895700.0
2024-11-09,45078200.0
2024-11-12,45078200.0
2024-11-15,45078200.0
2024-11-16,45078200.0
2024-11-20,45078200.0
2024-11-21,45078200.0
2024-11-22,45078200.0
2024-11-27,45078200.0
2024-12-06,57563600.0
2024-12-07,45078200.0
2024-12-10,45078200.0
2024-12-11,49260400.0
2024-12-13,46000300.0
2024-12-14,45078200.0
2024-12-19,45078200.0
2024-12-20,46868500.0
2024-12-25,49392800.0
2024-12-28,49392800.0
2024-12-31,49392800.0
2025-01-01,49392800.0
2025-01-07,49392800.0
2025-01-09,49392800.0
2025-01-11,50596400.0
2025-01-14,53839700.0
2025-01-15,49392800.0
2025-01-17,49392800.0
2025-01-18,49392800.0
2025-01-25,49392800.0
2025-01-29,49392800.0
2025-01-30,49392800.0
2025-02-04,49392800.0
2025-02-05,49392800.0
2025-02-08,50677300.0
2025-02-12,49392800.0
2025-02-13,49392800.0
2025-02-15,51566900.0
2025-02-21,49392800.0
2025-02-22,49392800.0
2025-02-27,49392800.0
2025-03-01,49392800.0
2025-03-04,60932700.0
2025-03-05,49651500.0
2025-03-06,49651500.0
2025-03-10,55476300.0
2025-03-11,49651500.0
2025-03-12,49851500.0
2025-03-14,49851500.0
2025-03-15,50249800.0
2025-03-19,50249800.0
2025-03-20,50249800.0
2025-03-21,50249800.0
2025-03-22,50249800.0
2025-03-26,50249800.0
2025-03-27,55082600.0
2025-03-28,50249800.0
2025-03-29,50249800.0
2025-04-01,53621600.0
2025-04-02,50249800.0
2025-04-08,50249800.0
2025-04-10,59468000.0
2025-04-11,50249800.0
2025-04-12,50249800.0
2025-04-18,50249800.0
2025-04-22,53299800.0
2025-04-23,50249800.0
2025-04-24,50249800.0
2025-04-26,51170000.0
2025-04-29,50249800.0
2025-04-30,55321900.0
2025-05-01,55321900.0
2025-05-03,55321900.0
2025-05-06,55321900.0
2025-05-07,57306200.0
2025-05-08,55321900.0
2025-05-09,55321900.0
2025-05-10,55661300.0
2025-05-13,55544400.0
2025-05-17,55544400.0
2025-05-21,55544400.0
2025-05-27,55544400.0
2025-05-29,55544400.0
2025-05-30,56139100.0
2025-05-31,56139100.0
2025-06-04,56139100.0
2025-06-06,56139100.0
2025-06-11,56139100.0
2025-06-12,56139100.0
2025-06-14,56139100.0
2025-06-17,57176300.0
2025-06-18,56139100.0
2025-06-19,56139100.0
2025-06-25,56139100.0
2025-06-27,56139100.0
2025-06-28,56139100.0
2025-07-02,56139100.0
2025-07-04,56139100.0
2025-07-08,56139100.0
2025-07-09,56139100.0
2025-07-10,56139100.0
2025-07-11,56139100.0
2025-07-16,56139100.0
2025-07-17,56139100.0
2025-07-18,56139100.0
2025-07-22,56139100.0
2025-07-23,56139100.0
2025-07-24,56139100.0
2025-07-25,56139100.0
2025-07-29,56139100.0
2025-07-30,56139100.0
2025-08-01,56139100.0
2025-08-02,56139100.0
2025-08-05,56139100.0
2025-08-07,58401800.0
2025-08-08,56139100.0
2025-08-09,62353800.0
2025-08-12,62353800.0
2025-08-14,62353800.0
2025-08-15,62353800.0
2025-08-16,62353800.0
2025-08-20,62353800.0
2025-08-21,62353800.0
2025-08-22,62353800.0
2025-08-26,62353800.0
2025-08-27,62353800.0
2025-08-29,62353800.0
2025-08-30,62353800.0
2025-09-04,62353800.0
2025-09-05,62353800.0
2025-09-10,62353800.0
2025-09-12,64374200.0
2025-09-17,62353846.0
2025-09-18,62353846.0
2025-09-19,62353846.0
2025-09-20,62461390.0
2025-09-23,62353846.0
2025-09-26,62353846.0
2025-09-27,62353846.0
2025-10-06,62465471.0
2025-10-07,62353846.0
2025-10-08,62353846.0
2025-10-11,62353846.0
2025-10-14,62353846.0
2025-10-15,62353846.0
2025-10-23,62353846.0
2025-10-24,62353846.0
2025-11-04,62353846.0
2025-11-05,62353846.0
2025-11-07,62353846.0
2025-11-08,68278417.0
2025-11-11,68279888.0
2025-11-13,68279888.0
2025-11-14,68279888.0
2025-11-17,68279888.0
2026-03-05,75198817.0
2026-03-17,77675125.0
2026-04-23,77675124.0
2026-04-28,80047663.0
2026-05-09,80242767.0
2026-08-08,84569237.0
