,0
2024-09-14,1108839936.0
2024-09-17,1160230016.0
2024-09-19,1108839936.0
2024-09-20,1108839936.0
2024-09-21,1108839936.0
2024-09-24,1108839936.0
2024-09-26,1108839936.0
2024-09-27,1108839936.0
2024-09-28,1108839936.0
2024-09-30,1149360000.0
2024-10-01,1108839936.0
2024-10-02,1108839936.0
2024-10-03,1108839936.0
2024-10-05,1108839936.0
2024-10-08,1108739968.0
2024-10-11,1108739968.0
2024-10-12,1108739968.0
2024-10-15,1108739968.0
2024-10-16,1109059968.0
2024-10-17,1108739968.0
2024-10-18,1137260032.0
2024-10-22,1108739968.0
2024-10-23,1108739968.0
2024-10-29,1108739968.0
2024-10-30,1108739968.0
2024-10-31,1153309952.0
2024-11-02,1108739968.0
2024-11-05,1108739968.0
2024-11-06,1108739968.0
2024-11-08,1108739968.0
2024-11-09,1108739968.0
2024-11-13,1157200000.0
2024-11-14,1155129984.0
2024-11-15,1108739968.0
2024-11-16,1141430016.0
2024-11-19,1108739968.0
2024-11-20,1108739968.0
2024-11-21,1108739968.0
2024-11-27,1114040064.0
2024-11-28,1114040064.0
2024-11-30,1116889984.0
2024-12-03,1114040064.0
2024-12-06,1139779968.0
2024-12-11,1114040064.0
2024-12-13,1157309952.0
2024-12-14,1114040064.0
2024-12-20,1114169984.0
2024-12-24,1114169984.0
2024-12-25,1114169984.0
2024-12-27,1114169984.0
2024-12-31,1114169984.0
2025-01-01,1114169984.0
2025-01-03,1114169984.0
2025-01-04,1114169984.0
2025-01-07,1114169984.0
2025-01-11,1114169984.0
2025-01-16,1114169984.0
2025-01-17,1120579968.0
2025-01-24,1114169984.0
2025-01-25,1114169984.0
2025-01-28,1114169984.0
2025-01-29,1114169984.0
2025-02-01,1129560064.0
2025-02-04,1114169984.0
2025-02-08,1141209984.0
2025-02-13,1143340032.0
2025-02-14,1114169984.0
2025-02-15,1114169984.0
2025-02-19,1114169984.0
2025-02-20,1114169984.0
2025-02-25,1114169984.0
2025-02-27,1114169984.0
2025-02-28,1114169984.0
2025-03-04,1152199936.0
2025-03-06,1114169984.0
2025-03-11,1189410048.0
2025-03-13,1114169984.0
2025-03-18,1114169984.0
2025-03-19,1114169984.0
2025-03-20,1114169984.0
2025-03-21,1114169984.0
2025-03-22,1211570048.0
2025-03-25,1117570048.0
2025-03-27,1117570048.0
2025-03-28,1129459968.0
2025-04-01,1137510016.0
2025-04-02,1117570048.0
2025-04-03,1117570048.0
2025-04-04,1117570048.0
2025-04-05,1117570048.0
2025-04-09,1117570048.0
2025-04-10,1242329984.0
2025-04-11,1117570048.0
2025-04-12,1117570048.0
2025-04-14,1117570048.0
2025-04-15,1117570048.0
2025-04-16,1117570048.0
2025-04-22,1152070016.0
2025-04-23,1117570048.0
2025-04-25,1117570048.0
2025-04-26,1117570048.0
2025-05-01,1117570048.0
2025-05-02,1117570048.0
2025-05-06,1117570048.0
2025-05-07,1117570048.0
2025-05-10,1117570048.0
2025-05-13,1117570048.0
2025-05-14,1136450048.0
2025-05-15,1117570048.0
2025-05-21,1117570048.0
2025-05-22,1117570048.0
2025-05-23,1117570048.0
2025-05-24,1117570048.0
2025-05-28,1117570048.0
2025-05-29,1119900032.0
2025-05-30,1117570048.0
2025-05-31,1145260032.0
2025-06-04,1117570048.0
2025-06-10,1117570048.0
2025-06-14,1117570048.0
2025-06-18,1117570048.0
2025-06-19,1117570048.0
2025-06-21,1117570048.0
2025-06-25,1117570048.0
2025-06-26,1117570048.0
2025-06-27,1119129984.0
2025-06-28,1119129984.0
2025-06-30,1132839936.0
2025-07-01,1140969984.0
2025-07-02,1119129984.0
2025-07-04,1119129984.0
2025-07-08,1141240064.0
2025-07-09,1119129984.0
2025-07-10,1139079936.0
2025-07-11,1119129984.0
2025-07-12,1119129984.0
2025-07-16,1119129984.0
2025-07-24,1119129984.0
2025-07-26,1119129984.0
2025-07-28,1119229952.0
2025-07-29,1119129984.0
2025-07-30,1119129984.0
2025-08-01,1119129984.0
2025-08-02,1119129984.0
2025-08-06,1119129984.0
2025-08-07,1119129984.0
2025-08-08,1119129984.0
2025-08-09,1119129984.0
2025-08-14,1119129984.0
2025-08-16,1119129984.0
2025-08-18,1119129984.0
2025-08-19,1119129984.0
2025-08-20,1119129984.0
2025-08-22,1119129984.0
2025-08-26,1119129984.0
2025-08-27,1119129984.0
2025-08-29,1119129984.0
2025-09-04,1119129984.0
2025-09-05,1119129984.0
2025-09-12,1119129984.0
2025-09-13,1119129984.0
2025-09-16,1119129984.0
2025-09-17,1119125101.0
2025-09-23,1119125101.0
2025-10-07,1122466035.0
2025-10-08,1122466035.0
2025-10-09,1122466035.0
2025-10-11,1122466035.0
2025-10-14,1122466035.0
2025-10-15,1122466035.0
2025-10-16,1122466035.0
2025-10-18,1122466035.0
2025-10-22,1122965427.0
2025-10-23,1122466035.0
2025-10-24,1122466035.0
2025-10-25,1122466035.0
2025-10-28,1122466035.0
2025-10-29,1122466035.0
2025-10-30,1122466035.0
2025-11-01,1122466035.0
2025-11-05,1122466035.0
2025-11-06,1122466035.0
2025-11-08,1122466035.0
2025-11-11,1122466035.0
2025-11-14,1122466035.0
2025-11-17,1122466035.0
2025-11-27,1125349754.0
2025-12-19,1125509261.0
2026-03-21,1127734051.0
2026-06-25,1129393151.0
